id,name,group,transport,volume,tags,price_min,price_avg,price_max,component,source
ship_par_l_expeditionary_01_a,Hyperion,,ship,1,hiddenwithoutlicence ship,2806214,3118015,3429817,ship_par_l_expeditionary_01_a_macro,ego_dlc_mini_01
weapon_par_l_expeditionary_01_mk1,PAR Hyperion Main Battery,weapons,equipment,1,equipment hiddenwithoutlicence weapon,954754,1060838,1166922,weapon_par_l_expeditionary_01_mk1_macro,ego_dlc_mini_01
engine_arg_m_corvette_01_mk1,ARG Envoy M Engine Mk1,engines,equipment,1,engine equipment hiddenwithoutlicence onlyownerbuild,203907,239890,275874,engine_arg_m_corvette_01_mk1_macro,ego_dlc_mini_02
engine_arg_m_corvette_01_mk2,ARG Envoy M Engine Mk2,engines,equipment,1,engine equipment hiddenwithoutlicence onlyownerbuild,489379,575740,662101,engine_arg_m_corvette_01_mk2_macro,ego_dlc_mini_02
engine_tel_m_corvette_01_mk1,TEL Envoy M Engine Mk1,engines,equipment,1,engine equipment hiddenwithoutlicence onlyownerbuild,171139,201340,231541,engine_tel_m_corvette_01_mk1_macro,ego_dlc_mini_02
engine_tel_m_corvette_01_mk2,TEL Envoy M Engine Mk2,engines,equipment,1,engine equipment hiddenwithoutlicence onlyownerbuild,410729,483210,555692,engine_tel_m_corvette_01_mk2_macro,ego_dlc_mini_02
research_ship_gen_m_corvette_02,Cypher,,research,1,nocustomgamestart research,1,1,1,,ego_dlc_mini_02
shield_gen_m_corvette_01_mk1,Envoy M Shield Generator,shields,equipment,1,equipment hiddenwithoutlicence onlyownerbuild shield,79218,88020,96822,shield_gen_m_corvette_01_mk1_macro,ego_dlc_mini_02
ship_gen_m_corvette_01,Envoy,,ship,1,hiddenwithoutlicence onlyownerbuild ship,1083822,1275085,1466348,ship_gen_m_corvette_01_macro,ego_dlc_mini_02
ship_gen_m_corvette_02,Cypher,,ship,1,hiddenwithoutlicence nocustomgamestart nodiplomacyblueprint ship,777444,914640,1051836,ship_gen_m_corvette_02_macro,ego_dlc_mini_02
turret_gen_m_disabler_01_mk1,TEL M Distortion Turret Mk1,turrets,equipment,1,equipment hiddenwithoutlicence onlyownerbuild turret,51608,57343,63077,turret_gen_m_disabler_01_mk1_macro,ego_dlc_mini_02
turret_gen_m_gatling_01_mk1,M Autocannon Turret Mk1,turrets,equipment,1,equipment turret,44116,49018,53919,turret_gen_m_gatling_01_mk1_macro,ego_dlc_mini_02
turret_gen_m_shieldpierce_01_mk1,ARG M Scalar Aperture Turret Mk1,turrets,equipment,1,equipment hiddenwithoutlicence onlyownerbuild turret,136516,151685,166853,turret_gen_m_shieldpierce_01_mk1_macro,ego_dlc_mini_02
weapon_gen_m_disabler_01_mk1,M Heavy Distortion Pulsor Mk1,weapons,equipment,1,equipment hiddenwithoutlicence onlyownerbuild weapon,372827,414252,455677,weapon_gen_m_disabler_01_mk1_macro,ego_dlc_mini_02
weapon_gen_m_shieldpierce_01_mk1,M Heavy Scalar Aperture Emitter Mk1,weapons,equipment,1,equipment hiddenwithoutlicence onlyownerbuild weapon,276384,307093,337802,weapon_gen_m_shieldpierce_01_mk1_macro,ego_dlc_mini_02
condensate,Protectyon,,condensate,10,condensate economy,22500,25000,27500,,ego_dlc_pirate
engine_gen_m_yacht_01_mk1,Astrid M Engine,engines,equipment,1,engine equipment,601290,707400,813510,engine_gen_m_yacht_01_mk1_macro,ego_dlc_pirate
engine_pir_xl_battleship_01_allround_01_mk1,Erlking XL Engine,engines,equipment,1,engine equipment,45773,53850,61928,engine_pir_xl_battleship_01_allround_01_mk1_macro,ego_dlc_pirate
inv_condensate_sample,Condensate Sample,,inventory,1,inventory missiononly,1,1,1,,ego_dlc_pirate
inv_research_blackbox,Research Black Box,,inventory,1,inventory missiononly,1,1,1,,ego_dlc_pirate
inv_securityapparatus,Security Apparatus,contraband,inventory,1,crafting inventory missiononly,38981,42837,46692,,ego_dlc_pirate
inv_securityapparatus_chip,Security Apparatus Chip,contraband,inventory,1,crafting inventory missiononly,3956,4347,4738,,ego_dlc_pirate
inv_wormwood_protocols,Woodworm Security Protocols,,inventory,1,inventory missiononly,25000,25000,25000,,ego_dlc_pirate
module_conn_lndm_piratestation_01_core_01,Drill Support Structure,,container,1,module noblueprint,405797,504549,603302,landmarks_gen_piratestation_01_core_01_macro,ego_dlc_pirate
module_conn_lndm_piratestation_01_exit_01,Drill Access Module,,container,1,module noblueprint,405797,504549,603302,landmarks_gen_piratestation_01_exit_01_macro,ego_dlc_pirate
module_def_lndm_piratestation_02_ring_01,Defence Array,,container,1,module noblueprint,4434000,5513386,6592772,landmarks_gen_piratestation_02_ring_01_macro,ego_dlc_pirate
module_gen_welfare_casino_01,Casino,,container,1,missiononly module,3311343,3895697,4480052,welfare_gen_casino_01_macro,ego_dlc_pirate
module_hab_lndm_piratestation_01_port_01,Dormitory Module,,container,1,module noblueprint,50244904,62479590,74714276,landmarks_gen_piratestation_01_port_01_macro,ego_dlc_pirate
module_hab_lndm_piratestation_02_port_01,Dormitory Module,,container,1,module noblueprint,50244904,62479590,74714276,landmarks_gen_piratestation_02_port_01_macro,ego_dlc_pirate
module_hab_lndm_piratestation_02_ring_02,Half-Ring Dormitory,,container,1,module noblueprint,50244904,62479590,74714276,landmarks_gen_piratestation_02_ring_02_macro,ego_dlc_pirate
module_pir_hab_l_01,Argon L Dormitory,,container,1,module,17721792,22037202,26352612,hab_pir_l_01_macro,ego_dlc_pirate
module_pir_hab_m_01,Argon M Dormitory,,container,1,module,12530160,15581052,18631944,hab_pir_m_01_macro,ego_dlc_pirate
module_pir_hab_s_01,Argon S Dormitory,,container,1,module,8689428,10804878,12920328,hab_pir_s_01_macro,ego_dlc_pirate
module_pir_stor_condensate_l_01,Protectyon Shield Generator,,container,1,module,1433988,1790186,2146384,storage_pir_l_condensate_01_macro,ego_dlc_pirate
module_pir_stor_condensate_s_01,Condensate Containment Facility,,container,1,missiononly module nocustomgamestart nodiplomacyblueprint,454298,567097,679896,storage_pir_s_condensate_01_macro,ego_dlc_pirate
module_stor_lndm_piratestation_01_ring_01,Storage Ring,,container,1,module noblueprint,1534842,1908590,2282338,landmarks_gen_piratestation_01_ring_01_macro,ego_dlc_pirate
module_stor_lndm_piratestation_02_storage_01,Storage Arm,,container,1,module noblueprint,1534842,1908590,2282338,landmarks_gen_piratestation_02_storage_01_macro,ego_dlc_pirate
module_stor_lndm_piratestation_02_storage_02,Storage Arm,,container,1,module noblueprint,1534842,1908590,2282338,landmarks_gen_piratestation_02_storage_02_macro,ego_dlc_pirate
research_condensate_sample,Condensate Sample,,research,1,nocustomgamestart research,1,1,1,,ego_dlc_pirate
research_condensate_sample_pre,Condensate Sample Prerequisite,,research,1,missiononly research,1,1,1,,ego_dlc_pirate
research_erlking_core,Erlking Power Core,,research,1,research,1,1,1,,ego_dlc_pirate
research_module_welfare_2,Welfare Module - Casino,,research,1,research,1,1,1,,ego_dlc_pirate
research_module_welfare_2_pre,Investigate leisure habits.,,research,1,hidden missiononly research,1,1,1,,ego_dlc_pirate
shield_gen_m_yacht_01_mk1,Astrid M Shield Generator,shields,equipment,1,equipment shield,67288,74765,82241,shield_gen_m_yacht_01_mk1_macro,ego_dlc_pirate
shield_pir_xl_battleship_01_standard_01_mk1,Erlking XL Shield Generator,shields,equipment,1,equipment shield,108086,120096,132106,shield_pir_xl_battleship_01_standard_01_mk1_macro,ego_dlc_pirate
ship_gen_m_yacht_01_a,Astrid,,ship,1,limited nocustomgamestart nodiplomacyblueprint ship,1844500,2170000,2495500,ship_gen_m_yacht_01_a_macro,ego_dlc_pirate
ship_pir_l_miner_solid_01_a,Donia,,ship,1,ship,1090800,1564470,2038140,ship_pir_l_miner_solid_01_a_macro,ego_dlc_pirate
ship_pir_l_scavenger_01_a,Barbarossa,,ship,1,ship,5382530,7714025,10045520,ship_pir_l_scavenger_01_a_macro,ego_dlc_pirate
ship_pir_l_scavenger_01_a_storyhighcapacity,Barbarossa,,ship,1,noblueprint noplayerblueprint,3909363,4599250,5289138,ship_pir_l_scavenger_01_a_storyhighcapacity_macro,ego_dlc_pirate
ship_pir_l_scrapper_01,Teuta,,ship,1,ship,3013480,4322065,5630650,ship_pir_l_scrapper_01_macro,ego_dlc_pirate
ship_pir_s_fighter_01_a,Kyd,,ship,1,ship,36250,53080,69910,ship_pir_s_fighter_01_a_macro,ego_dlc_pirate
ship_pir_s_fighter_02_a,Lux,,ship,1,ship,122070,175140,228210,ship_pir_s_fighter_02_a_macro,ego_dlc_pirate
ship_pir_s_heavyfighter_01_a,Shih,,ship,1,ship,191310,274485,357660,ship_pir_s_heavyfighter_01_a_macro,ego_dlc_pirate
ship_pir_s_trans_condensate_01_a,Raleigh (Condensate),,ship,1,ship,151870,217900,283930,ship_pir_s_trans_condensate_01_a_macro,ego_dlc_pirate
ship_pir_s_trans_container_01_a,Raleigh (Container),,ship,1,ship,142180,203995,265810,ship_pir_s_trans_container_01_a_macro,ego_dlc_pirate
ship_pir_xl_battleship_01_a,Erlking,,ship,1,nocustomgamestart ship,10407890,14920415,19432940,ship_pir_xl_battleship_01_a_macro,ego_dlc_pirate
ship_pir_xl_builder_01,Gannascus,,ship,1,ship,8001560,11470775,14939990,ship_pir_xl_builder_01_macro,ego_dlc_pirate
turret_gen_m_yacht_01_mk1,Astrid M Turret,weapons,equipment,1,equipment turret,29131,32368,35604,turret_gen_m_yacht_01_mk1_macro,ego_dlc_pirate
turret_pir_l_battleship_01_laser_01_mk1,Erlking L Turret,turrets,equipment,1,equipment turret,103217,114685,126154,turret_pir_l_battleship_01_laser_01_mk1_macro,ego_dlc_pirate
turret_pir_m_battleship_01_gatling_02_mk1,Erlking M Turret,turrets,equipment,1,equipment turret,51608,57343,63077,turret_pir_m_battleship_01_gatling_02_mk1_macro,ego_dlc_pirate
weapon_gen_m_yacht_01_mk1,Astrid Primary Weapon,weapons,equipment,1,equipment weapon,48281,53646,59011,weapon_gen_m_yacht_01_mk1_macro,ego_dlc_pirate
weapon_pir_xl_battleship_01_mk1,Erlking Main Battery,weapons,equipment,1,equipment weapon,1044754,1160838,1276922,weapon_pir_xl_battleship_01_mk1_macro,ego_dlc_pirate
cheltmeat,Chelt Meat,agricultural,container,7,container economy,31,51,72,,ego_dlc_split
engine_spl_l_allround_01_mk1,SPL L All-round Engine Mk1,engines,equipment,1,engine equipment,258153,368448,480054,engine_spl_l_allround_01_mk1_macro,ego_dlc_split
engine_spl_l_travel_01_mk1,SPL L Travel Engine Mk1,engines,equipment,1,engine equipment,266600,380897,496641,engine_spl_l_travel_01_mk1_macro,ego_dlc_split
engine_spl_m_allround_01_mk1,SPL M All-round Engine Mk1,engines,equipment,1,engine equipment,8721,12654,16644,engine_spl_m_allround_01_mk1_macro,ego_dlc_split
engine_spl_m_allround_01_mk2,SPL M All-round Engine Mk2,engines,equipment,1,engine equipment,43115,61948,81054,engine_spl_m_allround_01_mk2_macro,ego_dlc_split
engine_spl_m_allround_01_mk3,SPL M All-round Engine Mk3,engines,equipment,1,engine equipment,210854,301234,392833,engine_spl_m_allround_01_mk3_macro,ego_dlc_split
engine_spl_m_combat_01_mk1,SPL M Combat Engine Mk1,engines,equipment,1,engine equipment,10078,14695,19374,engine_spl_m_combat_01_mk1_macro,ego_dlc_split
engine_spl_m_combat_01_mk2,SPL M Combat Engine Mk2,engines,equipment,1,engine equipment,51756,74180,96917,engine_spl_m_combat_01_mk2_macro,ego_dlc_split
engine_spl_m_combat_01_mk3,SPL M Combat Engine Mk3,engines,equipment,1,engine equipment,253468,362360,472712,engine_spl_m_combat_01_mk3_macro,ego_dlc_split
engine_spl_m_combat_01_mk4,SPL M Combat Engine Mk4,engines,equipment,1,engine equipment,1267862,1811825,2363619,engine_spl_m_combat_01_mk4_macro,ego_dlc_split
engine_spl_m_travel_01_mk1,SPL M Travel Engine Mk1,engines,equipment,1,engine equipment,9348,13657,18023,engine_spl_m_travel_01_mk1_macro,ego_dlc_split
engine_spl_m_travel_01_mk2,SPL M Travel Engine Mk2,engines,equipment,1,engine equipment,48165,69084,90288,engine_spl_m_travel_01_mk2_macro,ego_dlc_split
engine_spl_m_travel_01_mk3,SPL M Travel Engine Mk3,engines,equipment,1,engine equipment,243287,347073,452449,engine_spl_m_travel_01_mk3_macro,ego_dlc_split
engine_spl_s_allround_01_mk1,SPL S All-round Engine Mk1,engines,equipment,1,engine equipment,3443,5119,6812,engine_spl_s_allround_01_mk1_macro,ego_dlc_split
engine_spl_s_allround_01_mk2,SPL S All-round Engine Mk2,engines,equipment,1,engine equipment,19551,28340,37244,engine_spl_s_allround_01_mk2_macro,ego_dlc_split
engine_spl_s_allround_01_mk3,SPL S All-round Engine Mk3,engines,equipment,1,engine equipment,91360,131077,171342,engine_spl_s_allround_01_mk3_macro,ego_dlc_split
engine_spl_s_combat_01_mk1,SPL S Combat Engine Mk1,engines,equipment,1,engine equipment,4902,7193,9513,engine_spl_s_combat_01_mk1_macro,ego_dlc_split
engine_spl_s_combat_01_mk2,SPL S Combat Engine Mk2,engines,equipment,1,engine equipment,29617,42659,55883,engine_spl_s_combat_01_mk2_macro,ego_dlc_split
engine_spl_s_combat_01_mk3,SPL S Combat Engine Mk3,engines,equipment,1,engine equipment,134474,192227,250800,engine_spl_s_combat_01_mk3_macro,ego_dlc_split
engine_spl_s_combat_01_mk4,SPL S Combat Engine Mk4,engines,equipment,1,engine equipment,672885,961168,1254040,engine_spl_s_combat_01_mk4_macro,ego_dlc_split
engine_spl_s_travel_01_mk1,SPL S Travel Engine Mk1,engines,equipment,1,engine equipment,4172,6156,8162,engine_spl_s_travel_01_mk1_macro,ego_dlc_split
engine_spl_s_travel_01_mk2,SPL S Travel Engine Mk2,engines,equipment,1,engine equipment,25342,36583,47977,engine_spl_s_travel_01_mk2_macro,ego_dlc_split
engine_spl_s_travel_01_mk3,SPL S Travel Engine Mk3,engines,equipment,1,engine equipment,123724,176882,230850,engine_spl_s_travel_01_mk3_macro,ego_dlc_split
engine_spl_xl_allround_01_mk1,SPL XL All-round Engine Mk1,engines,equipment,1,engine equipment,340974,486335,633834,engine_spl_xl_allround_01_mk1_macro,ego_dlc_split
engine_spl_xl_travel_01_mk1,SPL XL Travel Engine Mk1,engines,equipment,1,engine equipment,352716,503356,656275,engine_spl_xl_travel_01_mk1_macro,ego_dlc_split
missile_disruptor_light_mk1,Light Disruptor Missile Mk1,missiles,equipment,1,deprecated,1387,1632,1877,missile_disruptor_light_mk1_macro,ego_dlc_split
missile_gen_s_disruptor_01_mk1,Light Disruptor Missile,missiles,equipment,1,equipment missile,866,1018,1171,missile_gen_s_disruptor_01_mk1_macro,ego_dlc_split
missile_gen_s_interceptor_01_mk1,Light Interceptor Missile,missiles,equipment,1,equipment missile,1877,2209,2540,missile_gen_s_interceptor_01_mk1_macro,ego_dlc_split
missile_interceptor_light_mk1,Light Interceptor Missile Mk1,missiles,equipment,1,deprecated,1267,1490,1714,missile_interceptor_light_mk1_macro,ego_dlc_split
missile_scatter_heavy_mk1,Heavy Scatter Missile Mk1,missiles,equipment,1,deprecated,1078,1268,1458,missile_scatter_heavy_mk1_macro,ego_dlc_split
missile_starburst_heavy_mk1,Heavy Starburst Missile Mk1,missiles,equipment,1,deprecated,1700,2000,2300,missile_starburst_heavy_mk1_macro,ego_dlc_split
module_spl_conn_base_01,Split Base Connection Structure 01,,container,1,module,92363,108662,124961,struct_spl_base_01_macro,ego_dlc_split
module_spl_conn_base_02,Split Base Connection Structure 02,,container,1,module,75585,88924,102263,struct_spl_base_02_macro,ego_dlc_split
module_spl_conn_base_03,Split Base Connection Structure 03,,container,1,module,98841,116284,133727,struct_spl_base_03_macro,ego_dlc_split
module_spl_conn_cross_01,Split Y Connection Structure 01,,container,1,module,65300,76824,88348,struct_spl_cross_01_macro,ego_dlc_split
module_spl_conn_vertical_01,Split Vertical Connection Structure 01,,container,1,module,54125,63676,73227,struct_spl_vertical_01_macro,ego_dlc_split
module_spl_conn_vertical_02,Split Vertical Connection Structure 02,,container,1,module,70888,83398,95908,struct_spl_vertical_02_macro,ego_dlc_split
module_spl_def_claim_01,Split Administrative Centre,,container,1,module,750516,882960,1015404,defence_spl_claim_01_macro,ego_dlc_split
module_spl_def_disc_01,Split Disc Defence Platform,,container,1,module,570940,671694,772448,defence_spl_disc_01_macro,ego_dlc_split
module_spl_def_tube_01,Split Bridge Defence Platform,,container,1,module,570940,671694,772448,defence_spl_tube_01_macro,ego_dlc_split
module_spl_hab_l_01,Split L Parlour,,container,1,module,16627714,19562016,22496318,hab_spl_l_01_macro,ego_dlc_split
module_spl_hab_m_01,Split M Parlour,,container,1,module,11754290,13828576,15902862,hab_spl_m_01_macro,ego_dlc_split
module_spl_hab_s_01,Split S Parlour,,container,1,module,8172621,9614848,11057075,hab_spl_s_01_macro,ego_dlc_split
module_spl_pier_l_01,Split 4-Dock T Pier,,container,1,module,2946171,3466084,3985997,pier_spl_harbor_01_macro,ego_dlc_split
module_spl_pier_l_02,Split 1-Dock Pier,,container,1,module,1701192,2001402,2301612,pier_spl_harbor_02_macro,ego_dlc_split
module_spl_pier_l_03,Split 3-Dock E Pier,,container,1,module,3399016,3998842,4598668,pier_spl_harbor_03_macro,ego_dlc_split
module_spl_prod_cheltmeat_01,Chelt Production,,container,1,module,698188,821398,944608,prod_spl_cheltmeat_macro,ego_dlc_split
module_spl_prod_medicalsupplies_01,Split Medical Supply Production,,container,1,module,1223505,1439418,1655331,prod_spl_medicalsupplies_macro,ego_dlc_split
module_spl_prod_scruffinfruits_01,Scruffin Production,,container,1,module,829662,976073,1122484,prod_spl_scruffinfruit_macro,ego_dlc_split
module_spl_stor_container_l_01,Split L Container Storage,,container,1,module,734191,863754,993317,storage_spl_l_container_01_macro,ego_dlc_split
module_spl_stor_container_m_01,Split M Container Storage,,container,1,module,489314,575664,662014,storage_spl_m_container_01_macro,ego_dlc_split
module_spl_stor_container_s_01,Split S Container Storage,,container,1,module,331199,389646,448093,storage_spl_s_container_01_macro,ego_dlc_split
module_spl_stor_liquid_l_01,Split L Liquid Storage,,container,1,module,734191,863754,993317,storage_spl_l_liquid_01_macro,ego_dlc_split
module_spl_stor_liquid_m_01,Split M Liquid Storage,,container,1,module,489314,575664,662014,storage_spl_m_liquid_01_macro,ego_dlc_split
module_spl_stor_liquid_s_01,Split S Liquid Storage,,container,1,module,331199,389646,448093,storage_spl_s_liquid_01_macro,ego_dlc_split
module_spl_stor_solid_l_01,Split L Solid Storage,,container,1,module,734191,863754,993317,storage_spl_l_solid_01_macro,ego_dlc_split
module_spl_stor_solid_m_01,Split M Solid Storage,,container,1,module,489314,575664,662014,storage_spl_m_solid_01_macro,ego_dlc_split
module_spl_stor_solid_s_01,Split S Solid Storage,,container,1,module,331199,389646,448093,storage_spl_s_solid_01_macro,ego_dlc_split
scruffinfruits,Scruffin Fruit,agricultural,container,6,container economy,17,28,40,,ego_dlc_split
shield_spl_l_standard_01_mk1,SPL L Shield Generator Mk1,shields,equipment,1,equipment shield,41287,45874,50461,shield_spl_l_standard_01_mk1_macro,ego_dlc_split
shield_spl_l_standard_01_mk2,SPL L Shield Generator Mk2,shields,equipment,1,equipment shield,203477,226085,248694,shield_spl_l_standard_01_mk2_macro,ego_dlc_split
shield_spl_m_standard_01_mk1,SPL M Shield Generator Mk1,shields,equipment,1,equipment shield,15365,17072,18780,shield_spl_m_standard_01_mk1_macro,ego_dlc_split
shield_spl_m_standard_01_mk2,SPL M Shield Generator Mk2,shields,equipment,1,equipment shield,70942,78824,86707,shield_spl_m_standard_01_mk2_macro,ego_dlc_split
shield_spl_m_standard_02_mk1,SPL M Shield Generator Mk1,shields,equipment,1,equipment shield,1536515365,17072,18780,shield_spl_m_standard_02_mk1_macro,ego_dlc_split
shield_spl_m_standard_02_mk2,SPL M Shield Generator Mk2,shields,equipment,1,equipment shield,70942,78824,86707,shield_spl_m_standard_02_mk2_macro,ego_dlc_split
shield_spl_s_standard_01_mk1,SPL S Shield Generator Mk1,shields,equipment,1,equipment shield,1375,1528,1681,shield_spl_s_standard_01_mk1_macro,ego_dlc_split
shield_spl_s_standard_01_mk2,SPL S Shield Generator Mk2,shields,equipment,1,equipment shield,9932,11035,12139,shield_spl_s_standard_01_mk2_macro,ego_dlc_split
shield_spl_s_standard_01_mk3,SPL S Shield Generator Mk3,shields,equipment,1,equipment shield,46949,52166,57383,shield_spl_s_standard_01_mk3_macro,ego_dlc_split
shield_spl_xl_standard_01_mk1,SPL XL Shield Generator Mk1,shields,equipment,1,equipment shield,214598,238442,262286,shield_spl_xl_standard_01_mk1_macro,ego_dlc_split
ship_spl_l_destroyer_01_a,Rattlesnake,,ship,1,ship,13761711,15290790,16819869,ship_spl_l_destroyer_01_a_macro,ego_dlc_split
ship_spl_l_miner_liquid_01_a,Wyvern (Gas),,ship,1,ship,1368742,1610285,1851828,ship_spl_l_miner_liquid_01_a_macro,ego_dlc_split
ship_spl_l_miner_solid_01_a,Wyvern (Mineral),,ship,1,ship,1368742,1610285,1851828,ship_spl_l_miner_solid_01_a_macro,ego_dlc_split
ship_spl_l_trans_container_01_a,Buffalo,,ship,1,ship,2497746,2938525,3379304,ship_spl_l_trans_container_01_a_macro,ego_dlc_split
ship_spl_m_corvette_01_a,Dragon,,ship,1,ship,1056903,1243415,1429927,ship_spl_m_corvette_01_a_macro,ego_dlc_split
ship_spl_m_corvette_01_b,Dragon Raider,,ship,1,ship,628375,739265,850155,ship_spl_m_corvette_01_b_macro,ego_dlc_split
ship_spl_m_frigate_01_a,Cobra,,ship,1,ship,1846659,2172540,2498421,ship_spl_m_frigate_01_a_macro,ego_dlc_split
ship_spl_m_miner_liquid_01_a,Alligator (Gas),,ship,1,ship,180770,212670,244571,ship_spl_m_miner_liquid_01_a_macro,ego_dlc_split
ship_spl_m_miner_solid_01_a,Alligator (Mineral),,ship,1,ship,200855,236300,271745,ship_spl_m_miner_solid_01_a_macro,ego_dlc_split
ship_spl_m_trans_container_01_a,Boa,,ship,1,ship,317679,373740,429801,ship_spl_m_trans_container_01_a_macro,ego_dlc_split
ship_spl_s_fighter_01_a,Mamba,,ship,1,ship,165266,194430,223595,ship_spl_s_fighter_01_a_macro,ego_dlc_split
ship_spl_s_fighter_02_a,Asp,,ship,1,ship,216984,255275,293566,ship_spl_s_fighter_02_a_macro,ego_dlc_split
ship_spl_s_fighter_02_b,Asp Raider,,ship,1,ship,105349,123940,142531,ship_spl_s_fighter_02_b_macro,ego_dlc_split
ship_spl_s_heavyfighter_01_a,Chimera,,ship,1,ship,315429,350477,385525,ship_spl_s_heavyfighter_01_a_macro,ego_dlc_split
ship_spl_s_heavyfighter_02_a,Balaur,,ship,1,ship,317480,352755,388031,ship_spl_s_heavyfighter_02_a_macro,ego_dlc_split
ship_spl_s_miner_solid_01_a,Tuatara (Mineral),,ship,1,ship,108970,128200,147430,ship_spl_s_miner_solid_01_a_macro,ego_dlc_split
ship_spl_s_scout_01_a,Jaguar,,ship,1,ship,124410,146365,168320,ship_spl_s_scout_01_a_macro,ego_dlc_split
ship_spl_s_trans_container_01_a,Tuatara,,ship,1,ship,210630,247800,284970,ship_spl_s_trans_container_01_a_macro,ego_dlc_split
ship_spl_xl_builder_01_a,Elephant,,ship,1,ship,10219542,12022990,13826439,ship_spl_xl_builder_01_a_macro,ego_dlc_split
ship_spl_xl_carrier_01_a,Raptor,,ship,1,nocustomgamestart ship,27714314,32605075,37495836,ship_spl_xl_carrier_01_a_macro,ego_dlc_split
ship_spl_xl_resupplier_01_a,Monitor,,ship,1,ship,14646486,17231160,19815834,ship_spl_xl_resupplier_01_a_macro,ego_dlc_split
ship_spl_xs_police_01_a,Split Station Security Vessel,drones,equipment,1,drone equipment noplayerblueprint,7999,9410,10822,ship_spl_xs_police_01_a_macro,ego_dlc_split
turret_spl_l_beam_01_mk1,SPL L Boson Lance Turret Mk1,turrets,equipment,1,equipment turret,139846,155384,170923,turret_spl_l_beam_01_mk1_macro,ego_dlc_split
turret_spl_l_dumbfire_01_mk1,SPL L Dumbfire Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,47203,52448,57692,turret_spl_l_dumbfire_01_mk1_macro,ego_dlc_split
turret_spl_l_guided_01_mk1,SPL L Tracking Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,66084,73427,80769,turret_spl_l_guided_01_mk1_macro,ego_dlc_split
turret_spl_l_laser_01_mk1,SPL L Pulse Turret Mk1,turrets,equipment,1,equipment turret,29706,33007,36308,turret_spl_l_laser_01_mk1_macro,ego_dlc_split
turret_spl_l_mining_01_mk1,SPL L Mining Turret Mk1,turrets,equipment,1,equipment turret,15734,17483,19231,turret_spl_l_mining_01_mk1_macro,ego_dlc_split
turret_spl_l_plasma_01_mk1,SPL L Plasma Turret Mk1,turrets,equipment,1,equipment turret,108378,120419,132461,turret_spl_l_plasma_01_mk1_macro,ego_dlc_split
turret_spl_m_beam_01_mk1,SPL M Boson Lance Turret Mk1,turrets,equipment,1,equipment turret,69923,77692,85461,turret_spl_m_beam_01_mk1_macro,ego_dlc_split
turret_spl_m_beam_02_mk1,SPL M Boson Lance Turret Mk1,turrets,equipment,1,equipment turret,69923,77692,85461,turret_spl_m_beam_02_mk1_macro,ego_dlc_split
turret_spl_m_dumbfire_01_mk1,SPL M Dumbfire Turret Mk1,turrets,equipment,1,missilelauncher noplayerblueprint turret,23601,26224,28846,turret_spl_m_dumbfire_01_mk1_macro,ego_dlc_split
turret_spl_m_dumbfire_02_mk1,SPL M Dumbfire Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,23601,26224,28846,turret_spl_m_dumbfire_02_mk1_macro,ego_dlc_split
turret_spl_m_flak_01_mk1,SPL M Flak Turret Mk1,turrets,equipment,1,equipment turret,41023,65305,89587,turret_spl_m_flak_01_mk1_macro,ego_dlc_split
turret_spl_m_flak_02_mk1,SPL M Flak Turret Mk1,turrets,equipment,1,equipment turret,41023,65305,89587,turret_spl_m_flak_02_mk1_macro,ego_dlc_split
turret_spl_m_gatling_01_mk1,SPL M Neutron Gatling Turret Mk1,turrets,equipment,1,equipment turret,46322,51468,56615,turret_spl_m_gatling_01_mk1_macro,ego_dlc_split
turret_spl_m_gatling_02_mk1,SPL M Neutron Gatling Turret Mk1,turrets,equipment,1,equipment turret,46322,51468,56615,turret_spl_m_gatling_02_mk1_macro,ego_dlc_split
turret_spl_m_guided_01_mk1,SPL M Tracking Turret Mk1,turrets,equipment,1,missilelauncher noplayerblueprint turret,33042,36713,40385,turret_spl_m_guided_01_mk1_macro,ego_dlc_split
turret_spl_m_guided_02_mk1,SPL M Tracking Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,33042,36713,40385,turret_spl_m_guided_02_mk1_macro,ego_dlc_split
turret_spl_m_laser_01_mk1,SPL M Pulse Turret Mk1,turrets,equipment,1,equipment turret,14853,16503,18154,turret_spl_m_laser_01_mk1_macro,ego_dlc_split
turret_spl_m_laser_02_mk1,SPL M Pulse Turret Mk1,turrets,equipment,1,equipment turret,14853,16503,18154,turret_spl_m_laser_02_mk1_macro,ego_dlc_split
turret_spl_m_mining_01_mk1,SPL M Mining Turret Mk1,turrets,equipment,1,equipment turret,7867,8741,9615,turret_spl_m_mining_01_mk1_macro,ego_dlc_split
turret_spl_m_mining_02_mk1,SPL M Mining Turret Mk1,turrets,equipment,1,equipment turret,7867,8741,9615,turret_spl_m_mining_02_mk1_macro,ego_dlc_split
turret_spl_m_plasma_01_mk1,SPL M Plasma Turret Mk1,turrets,equipment,1,equipment turret,54189,60210,66231,turret_spl_m_plasma_01_mk1_macro,ego_dlc_split
turret_spl_m_plasma_02_mk1,SPL M Plasma Turret Mk1,turrets,equipment,1,equipment turret,54189,60210,66231,turret_spl_m_plasma_02_mk1_macro,ego_dlc_split
