ware,method,time,amount,input_ware,input_amount,work_effect
engine_tel_m_corvette_01_mk2,closedloop,15,1,claytronics,21,
engine_tel_m_corvette_01_mk2,closedloop,15,1,energycells,271,
engine_tel_m_corvette_01_mk2,closedloop,15,1,hullparts,121,
shield_gen_m_corvette_01_mk1,closedloop,20,1,claytronics,5,
shield_gen_m_corvette_01_mk1,closedloop,20,1,energycells,72,
shield_gen_m_corvette_01_mk1,closedloop,20,1,hullparts,28,
ship_gen_m_corvette_01,closedloop,26,1,claytronics,75,
ship_gen_m_corvette_01,closedloop,26,1,energycells,798,
ship_gen_m_corvette_01,closedloop,26,1,hullparts,427,
ship_gen_m_corvette_02,closedloop,19,1,claytronics,54,
ship_gen_m_corvette_02,closedloop,19,1,energycells,587,
ship_gen_m_corvette_02,closedloop,19,1,hullparts,308,
turret_gen_m_disabler_01_mk1,closedloop,10,1,claytronics,5,
turret_gen_m_disabler_01_mk1,closedloop,10,1,energycells,120,
turret_gen_m_disabler_01_mk1,closedloop,10,1,hullparts,30,
turret_gen_m_gatling_01_mk1,closedloop,10,1,claytronics,3,
turret_gen_m_gatling_01_mk1,closedloop,10,1,energycells,141,
turret_gen_m_gatling_01_mk1,closedloop,10,1,hullparts,21,
turret_gen_m_shieldpierce_01_mk1,closedloop,10,1,claytronics,14,
turret_gen_m_shieldpierce_01_mk1,closedloop,10,1,energycells,222,
turret_gen_m_shieldpierce_01_mk1,closedloop,10,1,hullparts,82,
weapon_gen_m_disabler_01_mk1,closedloop,20,1,claytronics,40,
weapon_gen_m_disabler_01_mk1,closedloop,20,1,energycells,438,
weapon_gen_m_disabler_01_mk1,closedloop,20,1,hullparts,227,
weapon_gen_m_shieldpierce_01_mk1,closedloop,20,1,claytronics,29,
weapon_gen_m_shieldpierce_01_mk1,closedloop,20,1,energycells,351,
weapon_gen_m_shieldpierce_01_mk1,closedloop,20,1,hullparts,166,
countermeasure_flares_01,closedloop,1,1,energycells,30,
countermeasure_flares_01,closedloop,1,1,hullparts,1,
engine_arg_l_allround_01_mk1,closedloop,20,1,claytronics,19,
engine_arg_l_allround_01_mk1,closedloop,20,1,energycells,206,
engine_arg_l_allround_01_mk1,closedloop,20,1,hullparts,108,
engine_arg_l_travel_01_mk1,closedloop,20,1,claytronics,19,
engine_arg_l_travel_01_mk1,closedloop,20,1,energycells,304,
engine_arg_l_travel_01_mk1,closedloop,20,1,hullparts,111,
engine_arg_m_allround_01_mk1,closedloop,15,1,energycells,99,
engine_arg_m_allround_01_mk1,closedloop,15,1,hullparts,3,
engine_arg_m_allround_01_mk2,closedloop,15,1,claytronics,3,
engine_arg_m_allround_01_mk2,closedloop,15,1,energycells,61,
engine_arg_m_allround_01_mk2,closedloop,15,1,hullparts,18,
engine_arg_m_allround_01_mk3,closedloop,15,1,claytronics,15,
engine_arg_m_allround_01_mk3,closedloop,15,1,energycells,241,
engine_arg_m_allround_01_mk3,closedloop,15,1,hullparts,88,
engine_arg_m_combat_01_mk1,closedloop,15,1,energycells,109,
engine_arg_m_combat_01_mk1,closedloop,15,1,hullparts,4,
engine_arg_m_combat_01_mk2,closedloop,15,1,claytronics,3,
engine_arg_m_combat_01_mk2,closedloop,15,1,energycells,156,
engine_arg_m_combat_01_mk2,closedloop,15,1,hullparts,21,
engine_arg_m_combat_01_mk3,closedloop,15,1,claytronics,18,
engine_arg_m_combat_01_mk3,closedloop,15,1,energycells,293,
engine_arg_m_combat_01_mk3,closedloop,15,1,hullparts,106,
engine_arg_m_travel_01_mk1,closedloop,15,1,energycells,97,
engine_arg_m_travel_01_mk1,closedloop,15,1,hullparts,4,
engine_arg_m_travel_01_mk2,closedloop,15,1,claytronics,3,
engine_arg_m_travel_01_mk2,closedloop,15,1,energycells,113,
engine_arg_m_travel_01_mk2,closedloop,15,1,hullparts,20,
engine_arg_m_travel_01_mk3,closedloop,15,1,claytronics,17,
engine_arg_m_travel_01_mk3,closedloop,15,1,energycells,318,
engine_arg_m_travel_01_mk3,closedloop,15,1,hullparts,101,
engine_arg_s_allround_01_mk1,closedloop,10,1,energycells,42,
engine_arg_s_allround_01_mk1,closedloop,10,1,hullparts,1,
engine_arg_s_allround_01_mk2,closedloop,10,1,claytronics,1,
engine_arg_s_allround_01_mk2,closedloop,10,1,energycells,79,
engine_arg_s_allround_01_mk2,closedloop,10,1,hullparts,8,
engine_arg_s_allround_01_mk3,closedloop,10,1,claytronics,6,
engine_arg_s_allround_01_mk3,closedloop,10,1,energycells,176,
engine_arg_s_allround_01_mk3,closedloop,10,1,hullparts,38,
engine_arg_s_combat_01_mk1,closedloop,10,1,energycells,52,
engine_arg_s_combat_01_mk1,closedloop,10,1,hullparts,2,
engine_arg_s_combat_01_mk2,closedloop,10,1,claytronics,2,
engine_arg_s_combat_01_mk2,closedloop,10,1,energycells,56,
engine_arg_s_combat_01_mk2,closedloop,10,1,hullparts,12,
engine_arg_s_combat_01_mk3,closedloop,10,1,claytronics,9,
engine_arg_s_combat_01_mk3,closedloop,10,1,energycells,228,
engine_arg_s_combat_01_mk3,closedloop,10,1,hullparts,56,
engine_arg_s_travel_01_mk1,closedloop,10,1,energycells,54,
engine_arg_s_travel_01_mk1,closedloop,10,1,hullparts,1,
engine_arg_s_travel_01_mk2,closedloop,10,1,claytronics,1,
engine_arg_s_travel_01_mk2,closedloop,10,1,energycells,142,
engine_arg_s_travel_01_mk2,closedloop,10,1,hullparts,10,
engine_arg_s_travel_01_mk3,closedloop,10,1,claytronics,9,
engine_arg_s_travel_01_mk3,closedloop,10,1,energycells,126,
engine_arg_s_travel_01_mk3,closedloop,10,1,hullparts,51,
engine_arg_xl_allround_01_mk1,closedloop,30,1,claytronics,25,
engine_arg_xl_allround_01_mk1,closedloop,30,1,energycells,290,
engine_arg_xl_allround_01_mk1,closedloop,30,1,hullparts,142,
engine_arg_xl_travel_01_mk1,closedloop,30,1,claytronics,25,
engine_arg_xl_travel_01_mk1,closedloop,30,1,energycells,406,
engine_arg_xl_travel_01_mk1,closedloop,30,1,hullparts,147,
engine_tel_m_allround_01_mk2,closedloop,15,1,claytronics,3,
engine_tel_m_allround_01_mk2,closedloop,15,1,energycells,61,
engine_tel_m_allround_01_mk2,closedloop,15,1,hullparts,18,
engine_tel_m_combat_01_mk1,closedloop,15,1,energycells,109,
engine_tel_m_combat_01_mk1,closedloop,15,1,hullparts,4,
engine_tel_m_travel_01_mk3,closedloop,15,1,claytronics,17,
engine_tel_m_travel_01_mk3,closedloop,15,1,energycells,318,
engine_tel_m_travel_01_mk3,closedloop,15,1,hullparts,101,
missile_cluster_heavy_mk1,closedloop,3,1,energycells,37,
missile_cluster_light_mk1,closedloop,1,1,energycells,17,
missile_disruptor_light_mk1,closedloop,10,1,energycells,24,
missile_dumbfire_heavy_mk1,closedloop,1,1,energycells,10,
missile_dumbfire_heavy_mk2,closedloop,1,1,energycells,28,
missile_dumbfire_light_mk1,closedloop,1,1,energycells,6,
missile_dumbfire_light_mk2,closedloop,1,1,energycells,13,
missile_emp_mk1,closedloop,1,1,energycells,16,
missile_gen_l_dumbfire_01_mk1,closedloop,3,1,energycells,35,
missile_gen_l_dumbfire_01_mk1,closedloop,3,1,hullparts,1,
missile_gen_l_guided_01_mk1,closedloop,3,1,energycells,59,
missile_gen_l_guided_01_mk1,closedloop,3,1,hullparts,1,
missile_gen_m_dumbfire_01_mk1,closedloop,3,1,energycells,22,
missile_gen_m_dumbfire_01_mk2,closedloop,3,1,energycells,25,
missile_gen_m_guided_01_mk1,closedloop,3,1,energycells,26,
missile_gen_m_guided_01_mk1,closedloop,3,1,hullparts,1,
missile_gen_m_smart_01_mk1,closedloop,3,1,energycells,37,
missile_gen_m_smart_01_mk1,closedloop,3,1,hullparts,1,
missile_gen_s_disruptor_01_mk1,closedloop,3,1,energycells,22,
missile_gen_s_dumbfire_01_mk1,closedloop,3,1,energycells,12,
missile_gen_s_dumbfire_01_mk2,closedloop,3,1,energycells,13,
missile_gen_s_emp_01_mk1,closedloop,3,1,energycells,24,
missile_gen_s_guided_01_mk1,closedloop,3,1,energycells,21,
missile_gen_s_heatseeker_01_mk1,closedloop,3,1,energycells,16,
missile_gen_s_interceptor_01_mk1,closedloop,3,1,energycells,33,
missile_gen_s_interceptor_01_mk1,closedloop,3,1,hullparts,1,
missile_gen_s_smart_01_mk1,closedloop,3,1,energycells,23,
missile_gen_s_swarm_01_mk1,closedloop,3,1,energycells,22,
missile_gen_s_torpedo_01_mk1,closedloop,3,1,energycells,35,
missile_gen_s_torpedo_01_mk1,closedloop,3,1,hullparts,1,
missile_guided_heavy_mk1,closedloop,2,1,energycells,28,
missile_guided_light_mk1,closedloop,1,1,energycells,12,
missile_heatseeker_heavy_mk1,closedloop,4,1,energycells,34,
missile_heatseeker_light_mk1,closedloop,2,1,energycells,15,
missile_interceptor_light_mk1,closedloop,10,1,energycells,22,
missile_scatter_heavy_mk1,closedloop,10,1,energycells,19,
missile_smart_heavy_mk1,closedloop,2,1,energycells,36,
missile_smart_light_mk1,closedloop,1,1,energycells,18,
missile_starburst_heavy_mk1,closedloop,10,1,energycells,29,
missile_swarm_heavy_mk1,closedloop,2,1,energycells,33,
missile_swarm_light_mk1,closedloop,1,1,energycells,16,
missile_torpedo_heavy_mk1,closedloop,6,1,energycells,122,
missile_torpedo_heavy_mk1,closedloop,6,1,hullparts,5,
missile_torpedo_light_mk1,closedloop,3,1,energycells,36,
missile_torpedo_light_mk1,closedloop,3,1,hullparts,1,
resourceprobe_01,closedloop,10,1,energycells,54,
resourceprobe_01,closedloop,10,1,hullparts,2,
satellite_mk1,closedloop,60,1,energycells,54,
satellite_mk1,closedloop,60,1,hullparts,1,
satellite_mk2,closedloop,60,1,claytronics,3,
satellite_mk2,closedloop,60,1,energycells,51,
satellite_mk2,closedloop,60,1,hullparts,17,
shield_arg_l_standard_01_mk1,closedloop,20,1,claytronics,2,
shield_arg_l_standard_01_mk1,closedloop,20,1,energycells,122,
shield_arg_l_standard_01_mk1,closedloop,20,1,hullparts,14,
shield_arg_l_standard_01_mk2,closedloop,20,1,claytronics,16,
shield_arg_l_standard_01_mk2,closedloop,20,1,energycells,275,
shield_arg_l_standard_01_mk2,closedloop,20,1,hullparts,95,
shield_arg_m_standard_01_mk1,closedloop,10,1,energycells,131,
shield_arg_m_standard_01_mk1,closedloop,10,1,hullparts,5,
shield_arg_m_standard_01_mk2,closedloop,10,1,claytronics,5,
shield_arg_m_standard_01_mk2,closedloop,10,1,energycells,189,
shield_arg_m_standard_01_mk2,closedloop,10,1,hullparts,34,
shield_arg_m_standard_02_mk1,closedloop,20,1,energycells,131,
shield_arg_m_standard_02_mk1,closedloop,20,1,hullparts,5,
shield_arg_m_standard_02_mk2,closedloop,20,1,claytronics,5,
shield_arg_m_standard_02_mk2,closedloop,20,1,energycells,188,
shield_arg_m_standard_02_mk2,closedloop,20,1,hullparts,34,
shield_arg_s_standard_01_mk1,closedloop,10,1,energycells,17,
shield_arg_s_standard_01_mk2,closedloop,10,1,energycells,103,
shield_arg_s_standard_01_mk2,closedloop,10,1,hullparts,4,
shield_arg_s_standard_01_mk3,closedloop,10,1,claytronics,5,
shield_arg_s_standard_01_mk3,closedloop,10,1,energycells,101,
shield_arg_s_standard_01_mk3,closedloop,10,1,hullparts,29,
shield_arg_xl_standard_01_mk1,closedloop,20,1,claytronics,14,
shield_arg_xl_standard_01_mk1,closedloop,20,1,energycells,254,
shield_arg_xl_standard_01_mk1,closedloop,20,1,hullparts,83,
shield_tel_m_standard_01_mk1,closedloop,10,1,energycells,131,
shield_tel_m_standard_01_mk1,closedloop,10,1,hullparts,5,
shield_tel_m_standard_01_mk2,closedloop,10,1,claytronics,5,
shield_tel_m_standard_01_mk2,closedloop,10,1,energycells,189,
shield_tel_m_standard_01_mk2,closedloop,10,1,hullparts,34,
shield_tel_m_standard_02_mk1,closedloop,10,1,energycells,130,
shield_tel_m_standard_02_mk1,closedloop,10,1,hullparts,4,
shield_tel_m_standard_02_mk2,closedloop,10,1,claytronics,2,
shield_tel_m_standard_02_mk2,closedloop,10,1,energycells,93,
shield_tel_m_standard_02_mk2,closedloop,10,1,hullparts,13,
ship_arg_xs_police_01_a,closedloop,60,1,energycells,104,
ship_arg_xs_police_01_a,closedloop,60,1,hullparts,3,
ship_gen_s_fightingdrone_01_a,closedloop,90,1,claytronics,1,
ship_gen_s_fightingdrone_01_a,closedloop,90,1,energycells,21,
ship_gen_s_fightingdrone_01_a,closedloop,90,1,hullparts,5,
ship_gen_s_lasertower_01_a,closedloop,1800,1,claytronics,1,
ship_gen_s_lasertower_01_a,closedloop,1800,1,energycells,30,
ship_gen_s_lasertower_01_a,closedloop,1800,1,hullparts,6,
ship_gen_s_miningdrone_liquid_01_a,closedloop,30,1,energycells,126,
ship_gen_s_miningdrone_liquid_01_a,closedloop,30,1,hullparts,4,
ship_gen_s_miningdrone_solid_01_a,closedloop,30,1,energycells,126,
ship_gen_s_miningdrone_solid_01_a,closedloop,30,1,hullparts,4,
ship_gen_xs_buildingdrone_01_a,closedloop,60,1,energycells,104,
ship_gen_xs_buildingdrone_01_a,closedloop,60,1,hullparts,3,
ship_gen_xs_cargodrone_empty_01_a,closedloop,60,1,energycells,104,
ship_gen_xs_cargodrone_empty_01_a,closedloop,60,1,hullparts,3,
ship_gen_xs_lasertower_01_a,closedloop,1800,1,energycells,126,
ship_gen_xs_lasertower_01_a,closedloop,1800,1,hullparts,4,
ship_gen_xs_repairdrone_01_a,closedloop,60,1,energycells,104,
ship_gen_xs_repairdrone_01_a,closedloop,60,1,hullparts,3,
thruster_gen_l_allround_01_mk1,closedloop,20,1,claytronics,14,
thruster_gen_l_allround_01_mk1,closedloop,20,1,energycells,273,
thruster_gen_l_allround_01_mk1,closedloop,20,1,hullparts,84,
thruster_gen_l_allround_01_mk2,closedloop,20,1,claytronics,103,
thruster_gen_l_allround_01_mk2,closedloop,20,1,energycells,1157,
thruster_gen_l_allround_01_mk2,closedloop,20,1,hullparts,588,
thruster_gen_l_allround_01_mk3,closedloop,20,1,claytronics,682,
thruster_gen_l_allround_01_mk3,closedloop,20,1,energycells,7310,
thruster_gen_l_allround_01_mk3,closedloop,20,1,hullparts,3885,
thruster_gen_m_allround_01_mk1,closedloop,10,1,energycells,90,
thruster_gen_m_allround_01_mk1,closedloop,10,1,hullparts,3,
thruster_gen_m_allround_01_mk2,closedloop,10,1,claytronics,4,
thruster_gen_m_allround_01_mk2,closedloop,10,1,energycells,137,
thruster_gen_m_allround_01_mk2,closedloop,10,1,hullparts,26,
thruster_gen_m_allround_01_mk3,closedloop,10,1,claytronics,31,
thruster_gen_m_allround_01_mk3,closedloop,10,1,energycells,353,
thruster_gen_m_allround_01_mk3,closedloop,10,1,hullparts,176,
thruster_gen_m_combat_01_mk1,closedloop,10,1,energycells,113,
thruster_gen_m_combat_01_mk1,closedloop,10,1,hullparts,4,
thruster_gen_m_combat_01_mk2,closedloop,10,1,claytronics,5,
thruster_gen_m_combat_01_mk2,closedloop,10,1,energycells,199,
thruster_gen_m_combat_01_mk2,closedloop,10,1,hullparts,33,
thruster_gen_m_combat_01_mk3,closedloop,10,1,claytronics,39,
thruster_gen_m_combat_01_mk3,closedloop,10,1,energycells,522,
thruster_gen_m_combat_01_mk3,closedloop,10,1,hullparts,225,
thruster_gen_s_allround_01_mk1,closedloop,5,1,energycells,46,
thruster_gen_s_allround_01_mk1,closedloop,5,1,hullparts,1,
thruster_gen_s_allround_01_mk2,closedloop,5,1,claytronics,3,
thruster_gen_s_allround_01_mk2,closedloop,5,1,energycells,65,
thruster_gen_s_allround_01_mk2,closedloop,5,1,hullparts,17,
thruster_gen_s_allround_01_mk3,closedloop,5,1,claytronics,16,
thruster_gen_s_allround_01_mk3,closedloop,5,1,energycells,307,
thruster_gen_s_allround_01_mk3,closedloop,5,1,hullparts,96,
thruster_gen_s_combat_01_mk1,closedloop,5,1,energycells,46,
thruster_gen_s_combat_01_mk1,closedloop,5,1,hullparts,1,
thruster_gen_s_combat_01_mk2,closedloop,5,1,claytronics,6,
thruster_gen_s_combat_01_mk2,closedloop,5,1,energycells,192,
thruster_gen_s_combat_01_mk2,closedloop,5,1,hullparts,38,
thruster_gen_s_combat_01_mk3,closedloop,5,1,claytronics,19,
thruster_gen_s_combat_01_mk3,closedloop,5,1,energycells,232,
thruster_gen_s_combat_01_mk3,closedloop,5,1,hullparts,109,
thruster_gen_xl_allround_01_mk1,closedloop,30,1,claytronics,31,
thruster_gen_xl_allround_01_mk1,closedloop,30,1,energycells,408,
thruster_gen_xl_allround_01_mk1,closedloop,30,1,hullparts,179,
thruster_gen_xl_allround_01_mk2,closedloop,30,1,claytronics,219,
thruster_gen_xl_allround_01_mk2,closedloop,30,1,energycells,2434,
thruster_gen_xl_allround_01_mk2,closedloop,30,1,hullparts,1250,
thruster_gen_xl_allround_01_mk3,closedloop,30,1,claytronics,1450,
thruster_gen_xl_allround_01_mk3,closedloop,30,1,energycells,15485,
thruster_gen_xl_allround_01_mk3,closedloop,30,1,hullparts,8258,
turret_arg_l_beam_01_mk1,closedloop,10,1,claytronics,6,
turret_arg_l_beam_01_mk1,closedloop,10,1,energycells,87,
turret_arg_l_beam_01_mk1,closedloop,10,1,hullparts,34,
turret_arg_l_dumbfire_01_mk1,closedloop,10,1,claytronics,4,
turret_arg_l_dumbfire_01_mk1,closedloop,10,1,energycells,157,
turret_arg_l_dumbfire_01_mk1,closedloop,10,1,hullparts,27,
turret_arg_l_guided_01_mk1,closedloop,10,1,claytronics,6,
turret_arg_l_guided_01_mk1,closedloop,10,1,energycells,156,
turret_arg_l_guided_01_mk1,closedloop,10,1,hullparts,37,
turret_arg_l_laser_01_mk1,closedloop,10,1,claytronics,4,
turret_arg_l_laser_01_mk1,closedloop,10,1,energycells,99,
turret_arg_l_laser_01_mk1,closedloop,10,1,hullparts,25,
turret_arg_l_mining_01_mk1,closedloop,10,1,claytronics,1,
turret_arg_l_mining_01_mk1,closedloop,10,1,energycells,78,
turret_arg_l_mining_01_mk1,closedloop,10,1,hullparts,7,
turret_arg_l_plasma_01_mk1,closedloop,10,1,claytronics,10,
turret_arg_l_plasma_01_mk1,closedloop,10,1,energycells,230,
turret_arg_l_plasma_01_mk1,closedloop,10,1,hullparts,62,
turret_arg_m_beam_01_mk1,closedloop,10,1,claytronics,3,
turret_arg_m_beam_01_mk1,closedloop,10,1,energycells,34,
turret_arg_m_beam_01_mk1,closedloop,10,1,hullparts,17,
turret_arg_m_beam_02_mk1,closedloop,10,1,claytronics,3,
turret_arg_m_beam_02_mk1,closedloop,10,1,energycells,34,
turret_arg_m_beam_02_mk1,closedloop,10,1,hullparts,17,
turret_arg_m_dumbfire_01_mk1,closedloop,10,1,claytronics,2,
turret_arg_m_dumbfire_01_mk1,closedloop,10,1,energycells,84,
turret_arg_m_dumbfire_01_mk1,closedloop,10,1,hullparts,13,
turret_arg_m_dumbfire_02_mk1,closedloop,10,1,claytronics,2,
turret_arg_m_dumbfire_02_mk1,closedloop,10,1,energycells,84,
turret_arg_m_dumbfire_02_mk1,closedloop,10,1,hullparts,13,
turret_arg_m_flak_01_mk1,closedloop,10,1,claytronics,6,
turret_arg_m_flak_01_mk1,closedloop,10,1,energycells,89,
turret_arg_m_flak_01_mk1,closedloop,10,1,hullparts,34,
turret_arg_m_flak_02_mk1,closedloop,10,1,claytronics,6,
turret_arg_m_flak_02_mk1,closedloop,10,1,energycells,89,
turret_arg_m_flak_02_mk1,closedloop,10,1,hullparts,34,
turret_arg_m_gatling_01_mk1,closedloop,10,1,claytronics,3,
turret_arg_m_gatling_01_mk1,closedloop,10,1,energycells,131,
turret_arg_m_gatling_01_mk1,closedloop,10,1,hullparts,21,
turret_arg_m_gatling_02_mk1,closedloop,10,1,claytronics,3,
turret_arg_m_gatling_02_mk1,closedloop,10,1,energycells,131,
turret_arg_m_gatling_02_mk1,closedloop,10,1,hullparts,21,
turret_arg_m_guided_01_mk1,closedloop,10,1,claytronics,3,
turret_arg_m_guided_01_mk1,closedloop,10,1,energycells,40,
turret_arg_m_guided_01_mk1,closedloop,10,1,hullparts,17,
turret_arg_m_guided_02_mk1,closedloop,10,1,claytronics,3,
turret_arg_m_guided_02_mk1,closedloop,10,1,energycells,57,
turret_arg_m_guided_02_mk1,closedloop,10,1,hullparts,17,
turret_arg_m_laser_01_mk1,closedloop,10,1,claytronics,2,
turret_arg_m_laser_01_mk1,closedloop,10,1,energycells,28,
turret_arg_m_laser_01_mk1,closedloop,10,1,hullparts,11,
turret_arg_m_laser_02_mk1,closedloop,10,1,claytronics,2,
turret_arg_m_laser_02_mk1,closedloop,10,1,energycells,112,
turret_arg_m_laser_02_mk1,closedloop,10,1,hullparts,15,
turret_arg_m_mining_01_mk1,closedloop,10,1,energycells,109,
turret_arg_m_mining_01_mk1,closedloop,10,1,hullparts,3,
turret_arg_m_mining_02_mk1,closedloop,10,1,energycells,109,
turret_arg_m_mining_02_mk1,closedloop,10,1,hullparts,3,
turret_arg_m_plasma_01_mk1,closedloop,10,1,claytronics,4,
turret_arg_m_plasma_01_mk1,closedloop,10,1,energycells,101,
turret_arg_m_plasma_01_mk1,closedloop,10,1,hullparts,25,
turret_arg_m_plasma_02_mk1,closedloop,10,1,claytronics,6,
turret_arg_m_plasma_02_mk1,closedloop,10,1,energycells,87,
turret_arg_m_plasma_02_mk1,closedloop,10,1,hullparts,34,
turret_arg_m_shotgun_01_mk1,closedloop,10,1,claytronics,4,
turret_arg_m_shotgun_01_mk1,closedloop,10,1,energycells,101,
turret_arg_m_shotgun_01_mk1,closedloop,10,1,hullparts,25,
turret_arg_m_shotgun_02_mk1,closedloop,10,1,claytronics,4,
turret_arg_m_shotgun_02_mk1,closedloop,10,1,energycells,101,
turret_arg_m_shotgun_02_mk1,closedloop,10,1,hullparts,25,
turret_gen_m_scrapbeam_01_mk1,closedloop,20,1,claytronics,1,
turret_gen_m_scrapbeam_01_mk1,closedloop,20,1,energycells,59,
turret_gen_m_scrapbeam_01_mk1,closedloop,20,1,hullparts,7,
turret_par_m_shotgun_01_mk1,closedloop,10,1,claytronics,7,
turret_par_m_shotgun_01_mk1,closedloop,10,1,energycells,95,
turret_par_m_shotgun_01_mk1,closedloop,10,1,hullparts,40,
turret_par_m_shotgun_02_mk1,closedloop,10,1,claytronics,7,
turret_par_m_shotgun_02_mk1,closedloop,10,1,energycells,95,
turret_par_m_shotgun_02_mk1,closedloop,10,1,hullparts,40,
turret_tel_m_gatling_01_mk1,closedloop,10,1,claytronics,3,
turret_tel_m_gatling_01_mk1,closedloop,10,1,energycells,131,
turret_tel_m_gatling_01_mk1,closedloop,10,1,hullparts,21,
turret_tel_m_gatling_02_mk1,closedloop,10,1,claytronics,3,
turret_tel_m_gatling_02_mk1,closedloop,10,1,energycells,131,
turret_tel_m_gatling_02_mk1,closedloop,10,1,hullparts,21,
turret_tel_m_laser_01_mk1,closedloop,10,1,claytronics,1,
turret_tel_m_laser_01_mk1,closedloop,10,1,energycells,22,
turret_tel_m_laser_01_mk1,closedloop,10,1,hullparts,5,
turret_tel_m_laser_02_mk1,closedloop,10,1,claytronics,1,
turret_tel_m_laser_02_mk1,closedloop,10,1,energycells,59,
turret_tel_m_laser_02_mk1,closedloop,10,1,hullparts,7,
turret_tel_m_shotgun_01_mk1,closedloop,10,1,claytronics,4,
turret_tel_m_shotgun_01_mk1,closedloop,10,1,energycells,101,
turret_tel_m_shotgun_01_mk1,closedloop,10,1,hullparts,25,
turret_tel_m_shotgun_02_mk1,closedloop,10,1,claytronics,4,
turret_tel_m_shotgun_02_mk1,closedloop,10,1,energycells,101,
turret_tel_m_shotgun_02_mk1,closedloop,10,1,hullparts,25,
waypointmarker_01,closedloop,60,1,energycells,14,
weapon_gen_m_beam_01_mk1,closedloop,10,1,claytronics,3,
weapon_gen_m_beam_01_mk1,closedloop,10,1,energycells,95,
weapon_gen_m_beam_01_mk1,closedloop,10,1,hullparts,19,
weapon_gen_m_beam_01_mk2,closedloop,10,1,claytronics,27,
weapon_gen_m_beam_01_mk2,closedloop,10,1,energycells,326,
weapon_gen_m_beam_01_mk2,closedloop,10,1,hullparts,155,
weapon_gen_m_dumbfire_01_mk1,closedloop,5,1,claytronics,1,
weapon_gen_m_dumbfire_01_mk1,closedloop,5,1,energycells,70,
weapon_gen_m_dumbfire_01_mk1,closedloop,5,1,hullparts,7,
weapon_gen_m_dumbfire_01_mk2,closedloop,5,1,claytronics,6,
weapon_gen_m_dumbfire_01_mk2,closedloop,5,1,energycells,168,
weapon_gen_m_dumbfire_01_mk2,closedloop,5,1,hullparts,37,
weapon_gen_m_dumbfire_02_mk1,closedloop,5,1,claytronics,1,
weapon_gen_m_dumbfire_02_mk1,closedloop,5,1,energycells,154,
weapon_gen_m_dumbfire_02_mk1,closedloop,5,1,hullparts,11,
weapon_gen_m_gatling_01_mk1,closedloop,10,1,claytronics,5,
weapon_gen_m_gatling_01_mk1,closedloop,10,1,energycells,68,
weapon_gen_m_gatling_01_mk1,closedloop,10,1,hullparts,29,
weapon_gen_m_gatling_01_mk2,closedloop,10,1,claytronics,33,
weapon_gen_m_gatling_01_mk2,closedloop,10,1,energycells,446,
weapon_gen_m_gatling_01_mk2,closedloop,10,1,hullparts,191,
weapon_gen_m_guided_01_mk1,closedloop,5,1,claytronics,2,
weapon_gen_m_guided_01_mk1,closedloop,5,1,energycells,117,
weapon_gen_m_guided_01_mk1,closedloop,5,1,hullparts,15,
weapon_gen_m_guided_01_mk2,closedloop,5,1,claytronics,13,
weapon_gen_m_guided_01_mk2,closedloop,5,1,energycells,175,
weapon_gen_m_guided_01_mk2,closedloop,5,1,hullparts,75,
weapon_gen_m_guided_02_mk1,closedloop,5,1,claytronics,2,
weapon_gen_m_guided_02_mk1,closedloop,5,1,energycells,149,
weapon_gen_m_guided_02_mk1,closedloop,5,1,hullparts,16,
weapon_gen_m_laser_01_mk1,closedloop,10,1,claytronics,1,
weapon_gen_m_laser_01_mk1,closedloop,10,1,energycells,121,
weapon_gen_m_laser_01_mk1,closedloop,10,1,hullparts,9,
weapon_gen_m_laser_01_mk2,closedloop,10,1,claytronics,12,
weapon_gen_m_laser_01_mk2,closedloop,10,1,energycells,246,
weapon_gen_m_laser_01_mk2,closedloop,10,1,hullparts,73,
weapon_gen_m_mining_01_mk1,closedloop,10,1,energycells,141,
weapon_gen_m_mining_01_mk1,closedloop,10,1,hullparts,5,
weapon_gen_m_mining_01_mk2,closedloop,10,1,claytronics,2,
weapon_gen_m_mining_01_mk2,closedloop,10,1,energycells,110,
weapon_gen_m_mining_01_mk2,closedloop,10,1,hullparts,14,
weapon_gen_m_plasma_01_mk1,closedloop,10,1,claytronics,8,
weapon_gen_m_plasma_01_mk1,closedloop,10,1,energycells,119,
weapon_gen_m_plasma_01_mk1,closedloop,10,1,hullparts,46,
weapon_gen_m_plasma_01_mk2,closedloop,10,1,claytronics,46,
weapon_gen_m_plasma_01_mk2,closedloop,10,1,energycells,564,
weapon_gen_m_plasma_01_mk2,closedloop,10,1,hullparts,264,
weapon_gen_m_shotgun_01_mk1,closedloop,10,1,claytronics,6,
weapon_gen_m_shotgun_01_mk1,closedloop,10,1,energycells,182,
weapon_gen_m_shotgun_01_mk1,closedloop,10,1,hullparts,38,
weapon_gen_m_shotgun_01_mk2,closedloop,10,1,claytronics,40,
weapon_gen_m_shotgun_01_mk2,closedloop,10,1,energycells,438,
weapon_gen_m_shotgun_01_mk2,closedloop,10,1,hullparts,227,
weapon_gen_m_torpedo_01_mk1,closedloop,5,1,claytronics,4,
weapon_gen_m_torpedo_01_mk1,closedloop,5,1,energycells,126,
weapon_gen_m_torpedo_01_mk1,closedloop,5,1,hullparts,25,
